year,rank,quota,institute,course,allottedCategory,candidateCategory,remarks
2024,11507,All India,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR,5 Vidyasagar Road Midnapore 721101 Paschim Medinipur, West Bengal, 721101",MBBS,Open,General,
2024,11510,All India,"Government Medical College, Dindigul,1 Nallampatti Road Adiyanoothu village Dindigul Tamil Nadu, 624003",MBBS,Open,General,
2024,11514,All India,"VIJAYNAGAR INST OF MED. SC,BELLARY,Cantonment, Ballari, Karnataka, 583104",MBBS,OBC,OBC,
2024,11521,All India,"DR. VAISHAMPAYAM MEMORIAL M.C.,SHOLAPUR,In Front of District Civil Court Solapur., Maharashtra, 413003",MBBS,EWS,EWS,
2024,11525,All India,"Govt Medical College Faizabad ,GANJA PARGANA- HAVELI AWADH, TAHSIL- SADAR AYODHYA (FAIZABAD), Uttar Pradesh, 224001",MBBS,OBC,OBC,
2024,11527,All India,"Govt. Medical College, Khandwa,Luv-Kush Nagar,Mundi Road,Khandwa (M.P.), Madhya Pradesh, 450001",MBBS,Open,General,
2024,11528,All India,"SHKM GMC, Nalhar, Mewat, Haryana,THE DIRECTOR, SHAHEED HASAN KHAN,MEWATI GOVT. MEDICAL COLLEGE, NALHAR, NUH - HARYANA - 122107, Haryana, 122107",MBBS,OBC,OBC,
2024,11529,All India,"Government Medical College, Dholpur,411, OLD BARI ROAD, DHOLPUR, Rajasthan 328001",MBBS,OBC,OBC,
2024,11530,All India,"MG Inst. of Medical Sciences, Sevagram Wardha,VILLAGE AND PO SEVAGRAM DISTRICT WARDHA MAHARASHTRA 442102, Maharashtra, 442102",MBBS,OBC,OBC,
2024,11533,All India,"COLLEGE OF MEDICINE and JNM HOSPITAL, KALYANI,A Block PS- Kalyani District - Nadia,West Bengal,Pin 741235, West Bengal, 741235",MBBS,OBC,OBC,
2024,11534,All India,"Thiruvannamalai MC, Thiruvannamalai, TN,District Collectorate, Master Plan Complex Vengikkal, Thiruvannamalai, Tamil Nadu, 606604",MBBS,OBC,OBC,
2024,11544,Open Seat Quota,"INST.OF MED.SCIENCES, BHU,VARANASI,Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 211005",MBBS,SC,SC,
2024,11549,All India,"Kalyan Singh Government Medical College, Bulandshahr , Uttar Prades,339 CHANDPUR ROAD, NEAR SADAR TEHSIL, BULANDSHAHR, Uttar Pradesh, 203001",MBBS,Open,General,
2024,11552,All India,"Goverment Medical College, Bettiah,Government Medical College Bettiah West Champaran Bihar- 845438, Bihar, 845438",MBBS,Open,General,
2024,11555,All India,"ESIC PGIMSR, Joka, Kolkata, WB,DIAMOND HARBOUR ROAD POST OFFICE JOKA KOLKATA 700104, West Bengal, 700104",MBBS,OBC,OBC,
2024,11557,All India,"Autonomous State Medical College , Fatehpur,Autonomous State Medical College Village chittaura near Allipur GT road fatehpur, Uttar Pradesh, 212601",MBBS,Open,OBC,
2024,11558,All India,"Diamond Harbour Govt Medical College,New Town, Post-Diamond Harbour, PS- Diamond Harbour, District South 24 Parganas, West Bengal, 743331",MBBS,Open,General,
2024,11560,All India,"Government Medical College, Virudhunagar,1 COLLECTORATE MASTER PLAN COMPLEX KOORAIKUNDU VILLAGE VIRUDHUNAGAR, Tamil Nadu, 626002",MBBS,Open,General,
2024,11562,All India,"DR. VAISHAMPAYAM MEMORIAL M.C.,SHOLAPUR,In Front of District Civil Court Solapur., Maharashtra, 413003",MBBS,OBC,OBC,
2024,11566,All India,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR,5 Vidyasagar Road Midnapore 721101 Paschim Medinipur, West Bengal, 721101",MBBS,Open,General,
2024,11567,All India,"Goverment Medical College, Bettiah,Government Medical College Bettiah West Champaran Bihar- 845438, Bihar, 845438",MBBS,Open,General,
2024,11570,All India,"BANKURA SAMMILANI MED COLL,BANKURA,Principal, Bankura Sammilani Medical College, Lokepur, PO- Kenduadihi, Bankura, Pin- 722102, West Bengal, 722102",MBBS,OBC,OBC,
2024,11571,Aligarh Muslim,"Jawaharlal Nehru Medical College, AMU,ALIGARH,ALIGARH MUSLIM UNIVERSITY University (AMU) ALIGARH, Uttar Pradesh, 202002",MBBS,Open,OBC,
2024,11576,Delhi University,"Lady Hardinge Medical College, New Delhi,Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi, Delhi (NCT), 110001 (Female Seat only )",MBBS,OBC,OBC,
2024,11577,All India,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR,5 Vidyasagar Road Midnapore 721101 Paschim Medinipur, West Bengal, 721101",MBBS,Open,General,
2024,11579,All India,"Bhima Bhoi Medical College and Hospital , Balangir,PO - Rajendra College, District- Balangir, Odisha., Odisha, 767002",MBBS,Open,General,
2024,11580,All India,"Thiruvannamalai MC, Thiruvannamalai, TN,District Collectorate, Master Plan Complex Vengikkal, Thiruvannamalai, Tamil Nadu, 606604",MBBS,OBC,OBC,
2024,11581,All India,"COLLEGE OF MEDICINE and JNM HOSPITAL, KALYANI,A Block PS- Kalyani District - Nadia,West Bengal,Pin 741235, West Bengal, 741235",MBBS,OBC,OBC,
2024,11584,All India,"KURNOOL MEDICAL COLLEGE, KURNOOL,BUDHAWARPET, KURNOOL., Andhra Pradesh, 518002",MBBS,OBC,OBC,
2024,11586,All India,"Lt. L A M Govt. Medical College, Raigarh,T.V.Tower road, Bendrachua, Raigarh Chhattisgarh, 496001",MBBS,Open,General,
2024,11588,All India,"Govt. Medical College, Khandwa,Luv-Kush Nagar,Mundi Road,Khandwa (M.P.), Madhya Pradesh, 450001",MBBS,Open,General,
2024,11592,All India,"Diamond Harbour Govt Medical College,New Town, Post-Diamond Harbour, PS- Diamond Harbour, District South 24 Parganas, West Bengal, 743331",MBBS,Open,General,
2024,11593,All India,"Govt Medical College Faizabad ,GANJA PARGANA- HAVELI AWADH, TAHSIL- SADAR AYODHYA (FAIZABAD), Uttar Pradesh, 224001",MBBS,OBC,OBC,
2024,11596,Employees State,"ESIC Medical College, Faridabad,NH 3 NIT FARIDABAD, Haryana, 121001 Insurance Scheme(ESI)",MBBS,Open,EWS,
2024,11598,Open Seat Quota,"AIIMS-Bhopal,,SAKET NAGAR BHOPAL, Madhya Pradesh, 462020",MBBS,ST,ST,
2024,11599,All India,"DR. VAISHAMPAYAM MEMORIAL M.C.,SHOLAPUR,In Front of District Civil Court Solapur., Maharashtra, 413003",MBBS,EWS,EWS,
2024,11603,All India,"Kakatiya Medical College Warangal,SVP Road, Warangal, Telangana, 506007",MBBS,OBC,OBC,
2024,11604,All India,"Chhindwara Institute of Medical Sciences,Teachers Colony, Chhindwara, Madhya Pradesh 480001, Madhya Pradesh, 480001",MBBS,Open,General,
2024,11605,All India,"Thiruvannamalai MC, Thiruvannamalai, TN,District Collectorate, Master Plan Complex Vengikkal, Thiruvannamalai, Tamil Nadu, 606604",MBBS,OBC,OBC,
2024,11611,All India,"Govt. Pudukkottai Medical College Hopt., Pudukkott,MULLUR PUDUKKOTTAI PO PUDUKKOTTAI, Tamil Nadu, 622004",MBBS,OBC,OBC,
2024,11613,All India,"Autonomous State Medical College, Siddharthnagar,Autonomous State Medical College Siddharthnagar 71 Ashok Marg Village Mudila Naugarh Uttar Prade, Uttar Pradesh, 272207",MBBS,Open,General,
2024,11615,All India,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR,5 Vidyasagar Road Midnapore 721101 Paschim Medinipur, West Bengal, 721101",MBBS,Open,General,
2024,11624,All India,"Goverment Medical College And Hospital Jalgaon,GOVERNMENT MEDICAL COLLEGE, JILHA PETH, NEAR MAIN POST OFFICE, JALGAON, Maharashtra, 425001",MBBS,Open,OBC,
2024,11626,All India,"Autonomous State Medical Collage, Kushinagar, Uttar Pradesh,Autonomous State Medical Collage, Kubersthan Road, Harka, Kushinagar, Uttar Pradesh, 274304",MBBS,Open,OBC,
2024,11630,All India,"DR. VAISHAMPAYAM MEMORIAL M.C.,SHOLAPUR,In Front of District Civil Court Solapur., Maharashtra, 413003",MBBS,OBC,OBC,
2024,11633,All India,"DR.S.C.GOVT MEDICAL COLLEGE,,NANDED,VISHNUPURI NANDED MAHARASHTRA 431606, Maharashtra, 431606",MBBS,OBC,OBC,
2024,11634,All India,"Lt. L A M Govt. Medical College, Raigarh,T.V.Tower road, Bendrachua, Raigarh Chhattisgarh, 496001",MBBS,Open,OBC,
2024,11643,All India,"BUNDELKHAND MEDICAL COLLEGE, SAGAR,Shivaji ward, tili Road, Sagar, Madhya Pradesh, 470001",MBBS,EWS,EWS,
2024,11644,All India,"ESIC PGIMSR, Joka, Kolkata, WB,DIAMOND HARBOUR ROAD POST OFFICE JOKA KOLKATA 700104, West Bengal, 700104",MBBS,EWS,EWS,
2024,11646,All India,"Autonomous State Medical College , Fatehpur,Autonomous State Medical College Village chittaura near Allipur GT road fatehpur, Uttar Pradesh, 212601",MBBS,Open,General,
2024,11648,All India,"Govt Medical College Faizabad ,GANJA PARGANA- HAVELI AWADH, TAHSIL- SADAR AYODHYA (FAIZABAD), Uttar Pradesh, 224001",MBBS,EWS,EWS,
2024,11650,All India,"Government Medcial College, Gondia,NEAR NEHRU CHOWK, K.T.S. HOSPITAL CAMPUS, GONDIA., Maharashtra, 441601",MBBS,Open,General,
2024,11653,All India,"Government Medical College Satna ,Near Kendriya Vidyalaya No. 2, Kripalpur Satna Madhya Pradesh, 485001",MBBS,Open,General,
2024,11656,All India,"SVIMS - Sri Padmavathi Medical College for Women, Tirupati,SVIMS, ALIPIRI ROAD TIRUPATI, Andhra Pradesh, 517507 (Female Seat only )",MBBS,Open,General,
2024,11657,All India,"DR.S.C.GOVT MEDICAL COLLEGE,,NANDED,VISHNUPURI NANDED MAHARASHTRA 431606, Maharashtra, 431606",MBBS,OBC,OBC,
2024,11660,All India,"Autonomous State Medical college Society Hardoi,Gaura Danda, Sitapur Road, Hardoi Uttar Pradesh, 241001",MBBS,Open,General,
2024,11661,All India,"Veer Chandra Singh Garhwali Govt. Institute of Medical Science & Research,BADRINATH MARG, SRIKOT, SRINAGAR - PAURI GARHWAL, Uttarakhand, 246178",MBBS,OBC,OBC,
2024,11665,All India,"Rajiv Gandhi Institute Medical Sce of Adilabad,MAIN ROAD, OLD NH 07, ADILABAD TOWN ADILABAD DISTRICT, TELANGANA STATE-504001, Telangana, 504001",MBBS,Open,General,
2024,11667,All India,"Government Medical College, Dholpur,411, OLD BARI ROAD, DHOLPUR, Rajasthan 328001",MBBS,OBC,OBC,
2024,11668,All India,"Goverment Medical College, Datia,NEAR 29TH BATTALION, N.H.75, DATIA, Madhya Pradesh, 475661",MBBS,OBC,OBC,
2024,11675,Open Seat Quota,"IMS BHU Dental, Varanasi,Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 221105",BDS,Open,OBC,
2024,11679,All India,"SWAMI RAMANAND TiRTH RURAL M.C,AMBAJOGAI,SWAMI RAMNAND TEERTH RURAL GOVERNMENT MEDICAL COLLEGE AMBAJOGAI DIST BEED MAHARASHTRA PIN-431517, Maharashtra, 431517",MBBS,Open,OBC,
2024,11682,All India,"Govt Medical College Ratlam,Gram Banjali, Sailana Road, NH927A, Madhya Pradesh 457001, India, Madhya Pradesh, 457001",MBBS,OBC,OBC,
2024,11683,All India,"Govt Medical College Faizabad ,GANJA PARGANA- HAVELI AWADH, TAHSIL- SADAR AYODHYA (FAIZABAD), Uttar Pradesh, 224001",MBBS,OBC,OBC,
2024,11688,All India,"ESIC Medical College & Hospital, Bihta,ESIC Medical College and Hospital, Bihta Patna- 801103, Bihar, 801103",MBBS,OBC,OBC,
2024,11689,All India,"Lt. L A M Govt. Medical College, Raigarh,T.V.Tower road, Bendrachua, Raigarh Chhattisgarh, 496001",MBBS,Open,General,
2024,11690,All India,"GOVERNMENT MEDICAL COLLEGE, LATUR,Government Medical College, Latur Behind Old Railway Station, Near Marwadi Rajasthan Vidyalaya, Lat, Maharashtra, 413512",MBBS,Open,OBC,
2024,11695,All India,"Govt. Pudukkottai Medical College Hopt., Pudukkott,MULLUR PUDUKKOTTAI PO PUDUKKOTTAI, Tamil Nadu, 622004",MBBS,OBC,OBC,
2024,11697,All India,"Rajkiya Medical College, Jalaun,Kalpi Road Orai Jalaun, Uttar Pradesh, 285001",MBBS,OBC,OBC,
2024,11698,All India,"BPS Govt. Med. College, Sonepat,BPS GOVT MEDICAL COLLEGE FOR WOMEN KHANPUR KALAN SONEPAT, Haryana, 131305 (Female Seat only )",MBBS,OBC,OBC,
2024,11701,All India,"Government Medical College, Ramanathapuram,No 1, Patinamkathan, Collectorate Backside, Ramanathapuram., Tamil Nadu, 623503",MBBS,Open,OBC,
2024,11702,All India,"Autonomous State Medical College, Kanpur Dehat, Uttar Pradesh,Kumbhi, Akabarpur Kanpur Dehat U.P., Uttar Pradesh, 209101",MBBS,Open,OBC,
2024,11703,All India,"Rajah Muthiah Medical College, Annamalai Universit,Government Medical College and Hospital, Cuddalore District, Erstwhile Rajah Muthiah Medical College, Tamil Nadu, 608002",MBBS,OBC,OBC,
2024,11704,All India,"COIMBATORE MEDICAL COLLEGE,COIMBATORE,CIVIL AERODROME POST AVINASHI ROAD, PEELAMEDU, COIMBATORE, Tamil Nadu, 641014",MBBS,EWS,EWS,
2024,11706,All India,"MAHARSHI DEVRAHA BABA AUTONOMOUS STATE. MEDICAL COLLEGE DEORIA,207 Hospital Road Saket nagar Deoria, Uttar Pradesh, 274001",MBBS,Open,General,
2024,11715,All India,"Govt Medical College Basti,RAMPUR TAHSIL SADAR BASTI BASTI, Uttar Pradesh, 272124",MBBS,Open,General,
2024,11716,All India,"NORTH BENGAL MED.COLL,DARJEELING,Sushruta Nagar, Darjeeling., West Bengal 734012",MBBS,OBC,OBC,
2024,11718,All India,"Barasat Government Medical College & Hospital, West Bengal,80 Jessore Road Banamalipur JL NO 80and Uttorhat JL no 78 Barasat North Twenty Four Parganas 700124, West Bengal, 700124",MBBS,Open,General,
2024,11719,All India,"Gmc, Bahraich,K.D.C Road Bahraich-271801, Uttar Pradesh, 271801",MBBS,Open,General,
2024,11720,All India,"SRI KRISHNA MEDICAL COLLEGE, MUZAFFARPUR,UMANAGAR MUZAFFARPUR, Bihar, 842004",MBBS,EWS,EWS,
2024,11721,All India,"GTMC, THIRUVARUR,MASTER PLAN COMPLEX VILAMAL VILLAGE, THIRUVARUR, Tamil Nadu, 610004",MBBS,OBC,OBC,
2024,11725,All India,"Indira Gandhi Medical College & RI, Puducherry,Vazhudavour Road, Kadirkamam Puducherry, 605009",MBBS,OBC,OBC,
2024,11727,Employees State,"ESIC Medical College, Faridabad,NH 3 NIT FARIDABAD, Haryana, 121001 Insurance Scheme(ESI)",MBBS,Open,General,
2024,11730,Open Seat Quota,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur Uttar Pradesh, 273008",MBBS,SC,SC,
2024,11734,All India,"Gmc, Bahraich,K.D.C Road Bahraich-271801, Uttar Pradesh, 271801",MBBS,Open,General,
2024,11736,All India,"Govt. Sivgangai M. C. Sivagangai,MANAMADURAI MAIN ROAD, KEELA VANIYANKUDI, SIVAGANGAI, Tamil Nadu, 630561",MBBS,Open,OBC,
2024,11744,All India,"NORTH BENGAL MED.COLL,DARJEELING,Sushruta Nagar, Darjeeling., West Bengal 734012",MBBS,OBC,OBC,
2024,11745,All India,"Autonomous State Medical College , Fatehpur,Autonomous State Medical College Village chittaura near Allipur GT road fatehpur, Uttar Pradesh, 212601",MBBS,Open,General,
2024,11748,All India,"Government Medical College, Dholpur,411, OLD BARI ROAD, DHOLPUR, Rajasthan 328001",MBBS,OBC,OBC,
2024,11749,All India,"SHRI BHAUSAHEB HIRE GOVT. M.C., DHULE,Shri.Bhusaheb Hire Government Medical College Malegaon Road Chakkarbardi Area Dhule, Maharashtra, 424002",MBBS,Open,General,
2024,11754,All India,"ESIC Medical College, Gulbarga,ESIC MEDICAL COLLEGE SEDAM ROAD GULBARGA, Karnataka, 585106",MBBS,OBC,OBC,
2024,11755,All India,"Saheed Laxman Nayak Med. College and Hos., Koraput,AT-JANIGUDA,KORAPUT Odisha, 764020",MBBS,Open,General,
2024,11757,All India,"Autonomous State Medical College , Fatehpur,Autonomous State Medical College Village chittaura near Allipur GT road fatehpur, Uttar Pradesh, 212601",MBBS,Open,General,
2024,11763,All India,"Government Medical College, Dindigul,1 Nallampatti Road Adiyanoothu village Dindigul Tamil Nadu, 624003",MBBS,Open,General,
2024,11766,All India,"Govt. Pudukkottai Medical College Hopt., Pudukkott,MULLUR PUDUKKOTTAI PO PUDUKKOTTAI, Tamil Nadu, 622004",MBBS,OBC,OBC,
2024,11768,All India,"GUWAHATI MEDICAL COLLEGE, GUWAHATI,Narakasur Hill top , Bhangagarh Guwahati, Assam, 781032",MBBS,OBC,OBC,
2024,11769,All India,"SHEIKH BHIKHARI MEDICAL COLLEGE & HOSPITAL, HAZARIBAG ( Formerly called as- Hazaribagh Medical College, Hazaribag),NEAR CENTRAL JAIL, HAZARIBAG, Jharkhand, 825301",MBBS,OBC,OBC,
2024,11771,All India,"Govt Medical College Ratlam,Gram Banjali, Sailana Road, NH927A, Madhya Pradesh 457001, India, Madhya Pradesh, 457001",MBBS,EWS,EWS,
2024,11773,Aligarh Muslim,"Jawaharlal Nehru Medical College, AMU,ALIGARH,ALIGARH MUSLIM UNIVERSITY University (AMU) ALIGARH, Uttar Pradesh, 202002",MBBS,Open,General,
2024,11775,All India,"Rangaraya Medical College, Kakinada,PITHAPURAM ROAD, KAKINADA, Andhra Pradesh, 533003",MBBS,OBC,OBC,
2024,11776,All India,"Kodagu Institute of Medical Sciences, Kodagu,Kodagu Institute of Medical Sciences Madikeri., Karnataka, 571201",MBBS,Open,General,
2024,11777,All India,"Autonomous State Medical College, Siddharthnagar,Autonomous State Medical College Siddharthnagar 71 Ashok Marg Village Mudila Naugarh Uttar Prade, Uttar Pradesh, 272207",MBBS,Open,General,
2024,11778,Delhi University,"Lady Hardinge Medical College, New Delhi,Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi, Delhi (NCT), 110001 (Female Seat only )",MBBS,OBC,OBC,
2024,11779,All India,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR,5 Vidyasagar Road Midnapore 721101 Paschim Medinipur, West Bengal, 721101",MBBS,Open,General,
2024,11783,Open Seat Quota,"AIIMS, Raipur,Tatibandh, G E Road, Raipur Chhattisgarh, Pin - 492099, Chhattisgarh, 492099",MBBS,SC,SC,
2024,11793,All India,"SILCHAR MEDICAL COLLEGE, SILCHER,PO Silchar Medical College, Silchar, Assam 788014",MBBS,Open,General,
2024,11794,All India,"VIJAYNAGAR INST OF MED. SC,BELLARY,Cantonment, Ballari, Karnataka, 583104",MBBS,OBC,OBC,
2024,11795,All India,"ESIC Medical College, Gulbarga,ESIC MEDICAL COLLEGE SEDAM ROAD GULBARGA, Karnataka, 585106",MBBS,OBC,OBC,
2024,11797,All India,"RIMS Srikakulam,Balaga Srikakulam, Andhra Pradesh, 532001",MBBS,Open,OBC,
2024,11799,All India,"CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES, BILASP,GOND PARA, SADAR BAZAAR BILASPUR - 495001 (CG), Chhattisgarh, 495001",MBBS,EWS,EWS,
2024,11800,All India,"Gulbarga Institute of Medical Sciences, Gulbarga,Gulbarga Institute of Medical Sciences Veeresh Nagar, Sedam Road, Kalaburagi, Karnataka, 585105",MBBS,OBC,OBC,
2024,11803,All India,"Rajkiya Medical College, Jalaun,Kalpi Road Orai Jalaun, Uttar Pradesh, 285001",MBBS,OBC,OBC,
2024,11806,All India,"GMC, Azamgarh, UP,Government Medical College and Super Facility Hospital Chakrapanpur Post Office-Kanaila, Azamgarh, Uttar Pradesh, 276128",MBBS,EWS,EWS,
2024,11809,All India,"Diamond Harbour Govt Medical College,New Town, Post-Diamond Harbour, PS- Diamond Harbour, District South 24 Parganas, West Bengal, 743331",MBBS,Open,General,
2024,11810,All India,"NORTH BENGAL MED.COLL,DARJEELING,Sushruta Nagar, Darjeeling., West Bengal 734012",MBBS,OBC,OBC,
2024,11813,All India,"ESIC Medical College & Hospital, Bihta,ESIC Medical College and Hospital, Bihta Patna- 801103, Bihar, 801103",MBBS,OBC,OBC,
2024,11816,All India,"GTMC, THIRUVARUR,MASTER PLAN COMPLEX VILAMAL VILLAGE, THIRUVARUR, Tamil Nadu, 610004",MBBS,OBC,OBC,
2024,11817,All India,"Govt Medical College Ratlam,Gram Banjali, Sailana Road, NH927A, Madhya Pradesh 457001, India, Madhya Pradesh, 457001",MBBS,OBC,OBC,
2024,11819,All India,"Govt. Sivgangai M. C. Sivagangai,MANAMADURAI MAIN ROAD, KEELA VANIYANKUDI, SIVAGANGAI, Tamil Nadu, 630561",MBBS,Open,OBC,
2024,11821,All India,"VIJAYNAGAR INST OF MED. SC,BELLARY,Cantonment, Ballari, Karnataka, 583104",MBBS,OBC,OBC,
2024,11822,All India,"Rajkiya Medical College, Jalaun,Kalpi Road Orai Jalaun, Uttar Pradesh, 285001",MBBS,OBC,OBC,
2024,11832,All India,"Fakhruddin Ali Ahmed Medical College, Barpeta,Jania Road, Jotigaon, Barpeta, Assam Assam, 781301",MBBS,Open,EWS,
2024,11838,All India,"MALDA MED. COLLEGE, MALDA,MaldaMedicalCollege, PS,EnglishBazar PO Dist Malda, West Bengal, 732101",MBBS,Open,General,
2024,11840,All India,"Veer Chandra Singh Garhwali Govt. Institute of Medical Science & Research,BADRINATH MARG, SRIKOT, SRINAGAR - PAURI GARHWAL, Uttarakhand, 246178",MBBS,OBC,OBC,
2024,11844,All India,"INDIRA GANDHI MEDICAL COLL., SHIMLA,IGMC SHIMLA NEAR LAKKARBAZAR SHIMLA, Himachal Pradesh, 171001",MBBS,SC,SC,
2024,11858,All India,"GOVERNMENT MEDICAL COLLEGE, LATUR,Government Medical College, Latur Behind Old Railway Station, Near Marwadi Rajasthan Vidyalaya, Lat, Maharashtra, 413512",MBBS,Open,OBC,
2024,11861,All India,"Govt Medical college Shivpuri,Near Katha Mill, Gwalior Bypass Highway, Shivpuri Madhya Pradesh, 473638",MBBS,OBC,OBC,
2024,11865,All India,"Goverment Medical College, Datia,NEAR 29TH BATTALION, N.H.75, DATIA, Madhya Pradesh, 475661",MBBS,OBC,OBC,
2024,11866,All India,"REGIONAL INST OF MEDICAL SCI, IMPHAL,PO Lamphelpat, Imphal West District Manipur, 795004",MBBS,Open,OBC,
2024,11868,Delhi University,"Lady Hardinge Medical College, New Delhi,Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi, Delhi (NCT), 110001 (Female Seat only )",MBBS,OBC,OBC,
2024,11870,All India,"B.J. Government Medical College, Pune,Sassoon Hospital Compound, Near Pune Railway station J.P. Narayan Road, Pune, Maharashtra, 411001",MBBS,SC,SC,
2024,11871,All India,"Gmc, Bahraich,K.D.C Road Bahraich-271801, Uttar Pradesh, 271801",MBBS,Open,General,
2024,11873,Open Seat Quota,"AIIMS Bathinda ,Jodhpur Romana near Giani Zail Singh College Mandi Dabwali Road Bathinda, Punjab, 151001",MBBS,SC,SC,
2024,11875,Delhi University,"Lady Hardinge Medical College, New Delhi,Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi, Delhi (NCT), 110001 (Female Seat only )",MBBS,OBC,OBC,
2024,11878,All India,"VIJAYNAGAR INST OF MED. SC,BELLARY,Cantonment, Ballari, Karnataka, 583104",MBBS,OBC,OBC,
2024,11879,All India,"GTMC, THIRUVARUR,MASTER PLAN COMPLEX VILAMAL VILLAGE, THIRUVARUR, Tamil Nadu, 610004",MBBS,OBC,OBC,
2024,11881,All India,"GUWAHATI MEDICAL COLLEGE, GUWAHATI,Narakasur Hill top , Bhangagarh Guwahati, Assam, 781032",MBBS,OBC,OBC,
2024,11883,All India,"Govt. Medical College, Sirohi (rajasthan),SIROHI SHIVGANJ HIGHWAY,NEAR AMBESHWAR ,VILLAGE- KOLAR, TEHSIL- SIVGANJ,DIST- SIROHI, Rajasthan, 307030",MBBS,EWS,EWS,
2024,11884,All India,"GTMC, THIRUVARUR,MASTER PLAN COMPLEX VILAMAL VILLAGE, THIRUVARUR, Tamil Nadu, 610004",MBBS,OBC,OBC,
2024,11885,All India,"Government Medical College, Krishnagiri,Block-1, Polupalli, Krishnagiri, Tamil Nadu 635115",MBBS,Open,OBC,
2024,11887,Delhi University,"Lady Hardinge Medical College, New Delhi,Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi, Delhi (NCT), 110001 (Female Seat only )",MBBS,OBC,OBC,
2024,11890,All India,"SVIMS - Sri Padmavathi Medical College for Women, Tirupati,SVIMS, ALIPIRI ROAD TIRUPATI, Andhra Pradesh, 517507 (Female Seat only )",MBBS,Open,General,
2024,11893,All India,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR,5 Vidyasagar Road Midnapore 721101 Paschim Medinipur, West Bengal, 721101",MBBS,Open,General,
2024,11894,All India,"SH VASANT RAO NAIK GOVT.M.C.,YAVATMAL,CIVIL LINES YAVATMAL Maharashtra, 445001",MBBS,Open,General,
2024,11896,All India,"SHRI BHAUSAHEB HIRE GOVT. M.C., DHULE,Shri.Bhusaheb Hire Government Medical College Malegaon Road Chakkarbardi Area Dhule, Maharashtra, 424002",MBBS,Open,General,
2024,11897,All India,"GMC, Shahjhanpur,AUTONOMOUS STATE MEDICAL COLLEGE ALLIED PANDIT RAM PRASAD BISMIL HOSPITAL SHAHJAHANPUR UTTAR PRADESH, Uttar Pradesh, 242001",MBBS,OBC,OBC,
2024,11898,All India,"ASSAM MEDICAL COLLEGE, DIBRUGARH,Borbari, Dibrugarh, Assam, 786002",MBBS,Open,General,
2024,11901,All India,"Govt Medical College Badaun,Gunera Wazidpur Ujhani Road Badaun U.P. 243601",MBBS,OBC,OBC,
2024,11904,All India,"Jannayak Karpoori Thakur Medical college and Hospital, Madhepura,JAJHAT SABAILA SINGHESHWAR ROAD DISTRICT MADHEPURA, Bihar, 852128",MBBS,Open,General,
2024,11906,All India,"Kalyan Singh Government Medical College, Bulandshahr , Uttar Prades,339 CHANDPUR ROAD, NEAR SADAR TEHSIL, BULANDSHAHR, Uttar Pradesh, 203001",MBBS,Open,General,
2024,11910,All India,"Govt Medical College, Dungarpur,VILLAGE- THANA DUNGARPUR, Rajasthan, 314001",MBBS,EWS,EWS,
2024,11914,All India,"Autonomous State Medical College ,Etah,NAGLA PADIHAR SIRAO MAHARARA LINK PAC ROAD, SAKEET, ETAH,U.P.- 207001, Uttar Pradesh, 207001",MBBS,Open,General,
2024,11915,Aligarh Muslim,"Jawaharlal Nehru Medical College, AMU,ALIGARH,ALIGARH MUSLIM UNIVERSITY University (AMU) ALIGARH, Uttar Pradesh, 202002",MBBS,Open,General,
2024,11918,All India,"Rajarshee Chhatrapati Shahu Maharaj Government Medical College Kolhapur,Rajarshee Chhatrapati Shahu Maharaj Government Medical College, R. K. Nagar Road, Shenda Park, Kol, Maharashtra, 416012",MBBS,OBC,OBC,
2024,11919,All India,"Government Medical College, Nilgiris,No. 1, INDU NAGAR, MYSORE ROAD UDHAGAMANDALAM, NILGIRIS DISTRICT, Tamil Nadu, 643005",MBBS,Open,OBC,
2024,11922,All India,"RIMS Srikakulam,Balaga Srikakulam, Andhra Pradesh, 532001",MBBS,Open,General,
2024,11925,All India,"MG Inst. of Medical Sciences, Sevagram Wardha,VILLAGE AND PO SEVAGRAM DISTRICT WARDHA MAHARASHTRA 442102, Maharashtra, 442102",MBBS,OBC,OBC,
2024,11926,All India,"Government Medical College, Sundargarh,At-Chitabhanga,Po-Sankara,Dist- Sundargarh,Odisha,Pin-770001, Odisha, 770001",MBBS,Open,EWS,
